campus,nome-do-curso,forma-de-oferta,disciplina,carga-horaria
ARCOS,Mecanica,Tecnico Integrado,"Administracao, Financas e Empreendedorismo",60
ARCOS,Mecanica,Tecnico Integrado,Artes,50
ARCOS,Mecanica,Tecnico Integrado,Automacao Industrial,60
ARCOS,Mecanica,Tecnico Integrado,Biologia I,60
ARCOS,Mecanica,Tecnico Integrado,Biologia I,60
ARCOS,Mecanica,Tecnico Integrado,Biologia II,60
ARCOS,Mecanica,Tecnico Integrado,Biologia II,60
ARCOS,Mecanica,Tecnico Integrado,Biologia III,60
ARCOS,Mecanica,Tecnico Integrado,Ciencia dos Materiais e Tratamento Termico,60
ARCOS,Mecanica,Tecnico Integrado,Ciencia dos Materiais e Tratamento Termico,60
ARCOS,Mecanica,Tecnico Integrado,Computacao Aplicada I,60
ARCOS,Mecanica,Tecnico Integrado,Computacao Aplicada I,60
ARCOS,Mecanica,Tecnico Integrado,Computacao Aplicada I,60
ARCOS,Mecanica,Tecnico Integrado,Computacao Aplicada I,60
ARCOS,Mecanica,Tecnico Integrado,Desenho Tecnico,60
ARCOS,Mecanica,Tecnico Integrado,Desenho Tecnico,60
ARCOS,Mecanica,Tecnico Integrado,Desenho Tecnico,60
ARCOS,Mecanica,Tecnico Integrado,Desenho Tecnico,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica II,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica II,60
ARCOS,Mecanica,Tecnico Integrado,Educacao Fisica III,60
ARCOS,Mecanica,Tecnico Integrado,Eletricidade Basica I,60
ARCOS,Mecanica,Tecnico Integrado,Eletricidade Basica I,60
ARCOS,Mecanica,Tecnico Integrado,Eletricidade Basica II,60
ARCOS,Mecanica,Tecnico Integrado,Eletrotecnica Industrial e Predial,60
ARCOS,Mecanica,Tecnico Integrado,Eletrotecnica Industrial e Predial,60
ARCOS,Mecanica,Tecnico Integrado,Ensaios Mecanicos,60
ARCOS,Mecanica,Tecnico Integrado,Ensaios Mecanicos,60
ARCOS,Mecanica,Tecnico Integrado,Estudos Filosoficos e Sociologicos I,60
ARCOS,Mecanica,Tecnico Integrado,Estudos Filosoficos e Sociologicos I,60
ARCOS,Mecanica,Tecnico Integrado,Estudos Filosoficos e Sociologicos II,60
ARCOS,Mecanica,Tecnico Integrado,Estudos Filosoficos e Sociologicos II,60
ARCOS,Mecanica,Tecnico Integrado,Fenomenos de Transporte,60
ARCOS,Mecanica,Tecnico Integrado,Fenomenos de Transporte,60
ARCOS,Mecanica,Tecnico Integrado,Fenomenos de Transporte,60
ARCOS,Mecanica,Tecnico Integrado,Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Fisica I,60
ARCOS,Mecanica,Tecnico Integrado,Fisica II,30
ARCOS,Mecanica,Tecnico Integrado,Fisica II,30
ARCOS,Mecanica,Tecnico Integrado,Fisica II,30
ARCOS,Mecanica,Tecnico Integrado,Fisica III,30
ARCOS,Mecanica,Tecnico Integrado,Geografia Fisica e Geopolitica I,60
ARCOS,Mecanica,Tecnico Integrado,Geografia Fisica e Geopolitica I,60
ARCOS,Mecanica,Tecnico Integrado,Geografia Fisica e Geopolitica II,60
ARCOS,Mecanica,Tecnico Integrado,Geografia Fisica e Geopolitica II,60
ARCOS,Mecanica,Tecnico Integrado,Geografia Fisica e Geopolitica III,60
ARCOS,Mecanica,Tecnico Integrado,Historia I,60
ARCOS,Mecanica,Tecnico Integrado,Historia I,60
ARCOS,Mecanica,Tecnico Integrado,Historia II,60
ARCOS,Mecanica,Tecnico Integrado,Historia II,60
ARCOS,Mecanica,Tecnico Integrado,Historia III,60
ARCOS,Mecanica,Tecnico Integrado,Lingua Estrangeira – Lingua Inglesa I,60
ARCOS,Mecanica,Tecnico Integrado,Lingua Estrangeira – Lingua Inglesa I,60
ARCOS,Mecanica,Tecnico Integrado,Lingua Estrangeira – Lingua Inglesa II,60
ARCOS,Mecanica,Tecnico Integrado,Lingua Estrangeira – Lingua Inglesa II,60
ARCOS,Mecanica,Tecnico Integrado,Lingua Estrangeira – Lingua Inglesa III,60
ARCOS,Mecanica,Tecnico Integrado,Lingua Portuguesa e Literatura I,120
ARCOS,Mecanica,Tecnico Integrado,Lingua Portuguesa e Literatura I,120
ARCOS,Mecanica,Tecnico Integrado,Lingua Portuguesa e Literatura II,90
ARCOS,Mecanica,Tecnico Integrado,Lingua Portuguesa e Literatura II,90
ARCOS,Mecanica,Tecnico Integrado,Lingua Portuguesa e Literatura III,90
ARCOS,Mecanica,Tecnico Integrado,Maquinas de Fluido,60
ARCOS,Mecanica,Tecnico Integrado,Matematica I,120
ARCOS,Mecanica,Tecnico Integrado,Matematica I,120
ARCOS,Mecanica,Tecnico Integrado,Matematica I,120
ARCOS,Mecanica,Tecnico Integrado,Matematica II,90
ARCOS,Mecanica,Tecnico Integrado,Matematica II,90
ARCOS,Mecanica,Tecnico Integrado,Matematica II,90
ARCOS,Mecanica,Tecnico Integrado,Matematica III,90
ARCOS,Mecanica,Tecnico Integrado,"Materia, Transformacoes e Propriedades",60
ARCOS,Mecanica,Tecnico Integrado,"Materia, Transformacoes e Propriedades",60
ARCOS,Mecanica,Tecnico Integrado,"Meio Ambiente, Energia e Desenvolvimento Sustentavel",30
ARCOS,Mecanica,Tecnico Integrado,Metrologia,30
ARCOS,Mecanica,Tecnico Integrado,Metrologia,30
ARCOS,Mecanica,Tecnico Integrado,Planejamento de Manutencao,60
ARCOS,Mecanica,Tecnico Integrado,Polimeros e Compostos Organicos,60
ARCOS,Mecanica,Tecnico Integrado,Processos de Fabricacao,90
ARCOS,Mecanica,Tecnico Integrado,Processos de Fabricacao,90
ARCOS,Mecanica,Tecnico Integrado,Quimica II,60
ARCOS,Mecanica,Tecnico Integrado,Quimica II,60
ARCOS,Mecanica,Tecnico Integrado,Resistencia dos Materiais e Elementos de Maquinas,60
ARCOS,Mecanica,Tecnico Integrado,Trabalho Academico Integrador I,60
ARCOS,Mecanica,Tecnico Integrado,Trabalho Academico Integrador I,60
ARCOS,Mecanica,Tecnico Integrado,Trabalho Academico Integrador II,60
ARCOS,Mecanica,Tecnico Integrado,Trabalho Academico Integrador II,60
ARCOS,Mecanica,Tecnico Integrado,Trabalho Academico Integrador III,60
BAMBUI,Administracao,Tecnico Integrado,Administracao Contemporanea,60
BAMBUI,Administracao,Tecnico Integrado,Biologia I,60
BAMBUI,Administracao,Tecnico Integrado,Biologia II,60
BAMBUI,Administracao,Tecnico Integrado,Biologia III,60
BAMBUI,Administracao,Tecnico Integrado,Desenvolvimento e Sustentabilidade,60
BAMBUI,Administracao,Tecnico Integrado,Direito Aplicado a Administracao,60
BAMBUI,Administracao,Tecnico Integrado,Educacao Fisica I,60
BAMBUI,Administracao,Tecnico Integrado,Educacao Fisica II,60
BAMBUI,Administracao,Tecnico Integrado,Educacao Fisica III,60
BAMBUI,Administracao,Tecnico Integrado,Empreendedorismo,60
BAMBUI,Administracao,Tecnico Integrado,Estudos Filosoficos e Sociologicos I,60
BAMBUI,Administracao,Tecnico Integrado,Estudos Filosoficos e Sociologicos II,60
BAMBUI,Administracao,Tecnico Integrado,Estudos Filosoficos e Sociologicos III,60
BAMBUI,Administracao,Tecnico Integrado,Fisica I,60
BAMBUI,Administracao,Tecnico Integrado,Fisica I,60
BAMBUI,Administracao,Tecnico Integrado,Fisica II,60
BAMBUI,Administracao,Tecnico Integrado,Fisica II,60
BAMBUI,Administracao,Tecnico Integrado,Fisica III,60
BAMBUI,Administracao,Tecnico Integrado,Geografia II,60
BAMBUI,Administracao,Tecnico Integrado,Geografia III,60
BAMBUI,Administracao,Tecnico Integrado,Historia I,60
BAMBUI,Administracao,Tecnico Integrado,Historia II,60
BAMBUI,Administracao,Tecnico Integrado,Historia III,60
BAMBUI,Administracao,Tecnico Integrado,Ingles Instrumental I,60
BAMBUI,Administracao,Tecnico Integrado,Ingles Instrumental II,60
BAMBUI,Administracao,Tecnico Integrado,Libras,60
BAMBUI,Administracao,Tecnico Integrado,Lingua Estrangeira Moderna - Ingles,60
BAMBUI,Administracao,Tecnico Integrado,Lingua Portuguesa/Literatura I,60
BAMBUI,Administracao,Tecnico Integrado,Lingua Portuguesa/Literatura II,60
BAMBUI,Administracao,Tecnico Integrado,Lingua Portuguesa/Literatura III,60
BAMBUI,Administracao,Tecnico Integrado,Matematica I,60
BAMBUI,Administracao,Tecnico Integrado,Matematica I,60
BAMBUI,Administracao,Tecnico Integrado,Matematica II,60
BAMBUI,Administracao,Tecnico Integrado,Matematica II,60
BAMBUI,Administracao,Tecnico Integrado,Matematica III,60
BAMBUI,Administracao,Tecnico Integrado,Planejamento Contabil e Financeiro,60
BAMBUI,Administracao,Tecnico Integrado,Planejamento Estrategico e de Marketing,60
BAMBUI,Administracao,Tecnico Integrado,Planejamento Operacional e de Pessoal,60
BAMBUI,Administracao,Tecnico Integrado,"Processos Contabeis, Fiscais e Financeiros",60
BAMBUI,Administracao,Tecnico Integrado,Processos de Gestao de Pessoas,60
BAMBUI,Administracao,Tecnico Integrado,Processos de Operacoes,60
BAMBUI,Administracao,Tecnico Integrado,Quimica I,60
BAMBUI,Administracao,Tecnico Integrado,Quimica I,60
BAMBUI,Administracao,Tecnico Integrado,Quimica II,60
BAMBUI,Administracao,Tecnico Integrado,Quimica II,60
BAMBUI,Administracao,Tecnico Integrado,Quimica III,60
BAMBUI,Administracao,Tecnico Integrado,Redacao I,60
BAMBUI,Administracao,Tecnico Integrado,Redacao II,60
BAMBUI,Administracao,Tecnico Integrado,Redacao III,60
BAMBUI,Agropecuaria,Tecnico Integrado,Apicultura,50
BAMBUI,Agropecuaria,Tecnico Integrado,Avicultura de Corte e Postura,50
BAMBUI,Agropecuaria,Tecnico Integrado,Bovinocultura de Leite e Corte,50
BAMBUI,Agropecuaria,Tecnico Integrado,Cultura do Cafe,50
BAMBUI,Agropecuaria,Tecnico Integrado,Fruticultura,50
BAMBUI,Agropecuaria,Tecnico Integrado,"Gestao, Extensao Rural e Projeto",50
BAMBUI,Agropecuaria,Tecnico Integrado,Informatica,50
BAMBUI,Agropecuaria,Tecnico Integrado,Instalacoes Rurais e Ambiencia,50
BAMBUI,Agropecuaria,Tecnico Integrado,Irrigacao,50
BAMBUI,Agropecuaria,Tecnico Integrado,Olericultura,50
BAMBUI,Agropecuaria,Tecnico Integrado,Piscicultura,50
BAMBUI,Agropecuaria,Tecnico Integrado,Processamento de Carnes e Derivados,50
BAMBUI,Agropecuaria,Tecnico Integrado,Processamento de Frutos e Hortalicas,50
BAMBUI,Agropecuaria,Tecnico Integrado,Processamento de Leite e Derivados,50
BAMBUI,Agropecuaria,Tecnico Integrado,Redacao Tecnica,50
BAMBUI,Agropecuaria,Tecnico Integrado,Silvicultura,50
BAMBUI,Agropecuaria,Tecnico Integrado,Solos e Fertilidade,50
BAMBUI,Agropecuaria,Tecnico Integrado,Viveiricultura,50
BAMBUI,Eletrotecnica,Tecnico Integrado,Biologia I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Biologia I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Biologia II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Biologia III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Circuitos Eletricos,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Circuitos Eletricos,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Desenho Tecnico - CAD,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Desenho Tecnico - CAD,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Educacao Fisica I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Educacao Fisica II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Educacao Fisica III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Eletricidade Basica,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Eletricidade Basica,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Eletronica,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Eletronica,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Estudos Filosoficos e Sociologicos I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Estudos Filosoficos e Sociologicos II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Estudos Filosoficos e Sociologicos III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Fisica I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Fisica II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Fisica Instrumental,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Geografia II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Geografia III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Historia I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Historia II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Historia III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Ingles Instrumental I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Ingles Instrumental II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Instalacoes Eletricas Residenciais e Industriais,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Instalacoes Eletricas Residenciais e Industriais,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Instalacoes Eletricas Residenciais e Industriais,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Instrumentacao e Automacao Industrial,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Instrumentacao e Automacao Industrial,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Laboratorio de Instalacoes Eletricas Residenciais e Industriais,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Lingua Estrangeira Moderna - Ingles,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Lingua Portuguesa/Literatura I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Lingua Portuguesa/Literatura II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Lingua Portuguesa/Literatura III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Maquinas Eletricas e Acionamentos,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Maquinas Eletricas e Acionamentos,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Matematica I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Matematica II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Matematica III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Matematica III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Quimica I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Quimica II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Quimica III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Quimica III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Redacao I,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Redacao II,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Redacao III,60
BAMBUI,Eletrotecnica,Tecnico Integrado,SEP,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Sistemas Embarcados,60
BAMBUI,Eletrotecnica,Tecnico Integrado,Sistemas Embarcados,60
BAMBUI,Informatica,Tecnico Integrado,Analise e Projeto de Sistemas,60
BAMBUI,Informatica,Tecnico Integrado,Banco de Dados I,60
BAMBUI,Informatica,Tecnico Integrado,Banco de Dados II,60
BAMBUI,Informatica,Tecnico Integrado,Biologia I,60
BAMBUI,Informatica,Tecnico Integrado,Biologia II,60
BAMBUI,Informatica,Tecnico Integrado,Biologia III,60
BAMBUI,Informatica,Tecnico Integrado,Desenvolvimento Movel,60
BAMBUI,Informatica,Tecnico Integrado,Desenvolvimento Web I,60
BAMBUI,Informatica,Tecnico Integrado,Desenvolvimento Web II,60
BAMBUI,Informatica,Tecnico Integrado,Educacao Fisica I,60
BAMBUI,Informatica,Tecnico Integrado,Educacao Fisica II,60
BAMBUI,Informatica,Tecnico Integrado,Educacao Fisica III,60
BAMBUI,Informatica,Tecnico Integrado,Estudos Filosoficos e Sociologicos I,60
BAMBUI,Informatica,Tecnico Integrado,Estudos Filosoficos e Sociologicos II,60
BAMBUI,Informatica,Tecnico Integrado,Estudos Filosoficos e Sociologicos III,60
BAMBUI,Informatica,Tecnico Integrado,Fisica I,60
BAMBUI,Informatica,Tecnico Integrado,Fisica II,60
BAMBUI,Informatica,Tecnico Integrado,Fisica Instrumental,60
BAMBUI,Informatica,Tecnico Integrado,Geografia II,60
BAMBUI,Informatica,Tecnico Integrado,Geografia III,60
BAMBUI,Informatica,Tecnico Integrado,Gestao de Projetos,60
BAMBUI,Informatica,Tecnico Integrado,Historia I,60
BAMBUI,Informatica,Tecnico Integrado,Historia II,60
BAMBUI,Informatica,Tecnico Integrado,Historia III,60
BAMBUI,Informatica,Tecnico Integrado,Infraestrutura e Organizacao de Computadores,60
BAMBUI,Informatica,Tecnico Integrado,Infraestrutura e Organizacao de Computadores,60
BAMBUI,Informatica,Tecnico Integrado,Ingles Instrumental I,60
BAMBUI,Informatica,Tecnico Integrado,Ingles Instrumental II,60
BAMBUI,Informatica,Tecnico Integrado,Lingua Estrangeira Moderna - Ingles,60
BAMBUI,Informatica,Tecnico Integrado,Lingua Portuguesa/Literatura I,60
BAMBUI,Informatica,Tecnico Integrado,Lingua Portuguesa/Literatura II,60
BAMBUI,Informatica,Tecnico Integrado,Lingua Portuguesa/Literatura III,60
BAMBUI,Informatica,Tecnico Integrado,Matematica I,60
BAMBUI,Informatica,Tecnico Integrado,Matematica II,60
BAMBUI,Informatica,Tecnico Integrado,Matematica III,60
BAMBUI,Informatica,Tecnico Integrado,Programacao,60
BAMBUI,Informatica,Tecnico Integrado,Programacao,60
BAMBUI,Informatica,Tecnico Integrado,Quimica I,60
BAMBUI,Informatica,Tecnico Integrado,Quimica II,60
BAMBUI,Informatica,Tecnico Integrado,Quimica III,60
BAMBUI,Informatica,Tecnico Integrado,Redacao I,60
BAMBUI,Informatica,Tecnico Integrado,Redacao II,60
BAMBUI,Informatica,Tecnico Integrado,Redacao III,60
BAMBUI,Informatica,Tecnico Integrado,Redes de Computadores,60
BAMBUI,Informatica,Tecnico Integrado,Redes de Computadores,60
BAMBUI,Informatica,Tecnico Integrado,Seguranca da Informacao,60
BAMBUI,Manutencao Automotiva,Tecnico Subsequente,Desenho Tecnico,50
BAMBUI,Manutencao Automotiva,Tecnico Subsequente,Eletricidade Basica,50
BAMBUI,Manutencao Automotiva,Tecnico Subsequente,Manutencao,50
BAMBUI,Manutencao Automotiva,Tecnico Subsequente,Portugues Instrumental,50
BAMBUI,Manutencao Automotiva,Tecnico Subsequente,Relacoes Interpessoais,50
BAMBUI,Manutencao Automotiva,Tecnico Subsequente,Seguranca no Trabalho e Meio Ambiente,50
BETIM,Automacao Industrial,Tecnico Integrado,Acionamentos Eletricos e Eletronicos,90
BETIM,Automacao Industrial,Tecnico Integrado,Acionamentos Eletricos e Eletronicos,90
BETIM,Automacao Industrial,Tecnico Integrado,Algoritmos Estruturados,90
BETIM,Automacao Industrial,Tecnico Integrado,Algoritmos Estruturados,90
BETIM,Automacao Industrial,Tecnico Integrado,Algoritmos Estruturados,90
BETIM,Automacao Industrial,Tecnico Integrado,Algoritmos Estruturados,90
BETIM,Automacao Industrial,Tecnico Integrado,Analise de circuitos eletricos,90
BETIM,Automacao Industrial,Tecnico Integrado,Analise de circuitos eletricos,90
BETIM,Automacao Industrial,Tecnico Integrado,Analise de circuitos eletricos,90
BETIM,Automacao Industrial,Tecnico Integrado,Artes,60
BETIM,Automacao Industrial,Tecnico Integrado,Artes,60
BETIM,Automacao Industrial,Tecnico Integrado,Automacao Industrial,120
BETIM,Automacao Industrial,Tecnico Integrado,Automacao Industrial,120
BETIM,Automacao Industrial,Tecnico Integrado,Automacao Industrial,120
BETIM,Automacao Industrial,Tecnico Integrado,Automacao Industrial,120
BETIM,Automacao Industrial,Tecnico Integrado,Biologia - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Biologia - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Biologia - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Biologia - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Biologia - C,30
BETIM,Automacao Industrial,Tecnico Integrado,Biologia - C,30
BETIM,Automacao Industrial,Tecnico Integrado,Desenho Assistido por Computador 2D e 3D,60
BETIM,Automacao Industrial,Tecnico Integrado,Desenho Assistido por Computador 2D e 3D,60
BETIM,Automacao Industrial,Tecnico Integrado,Desenho Tecnico,60
BETIM,Automacao Industrial,Tecnico Integrado,Desenho Tecnico,60
BETIM,Automacao Industrial,Tecnico Integrado,Desenho Tecnico,60
BETIM,Automacao Industrial,Tecnico Integrado,Desenho Tecnico,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Educacao Fisica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Eletronica Analogica,90
BETIM,Automacao Industrial,Tecnico Integrado,Eletronica Analogica,90
BETIM,Automacao Industrial,Tecnico Integrado,Filosofia - A,30
BETIM,Automacao Industrial,Tecnico Integrado,Filosofia - A,30
BETIM,Automacao Industrial,Tecnico Integrado,Filosofia - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Filosofia - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - A,90
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - A,90
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Fisica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Geografia - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Geografia - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Geografia - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Geografia - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Geografia - C,30
BETIM,Automacao Industrial,Tecnico Integrado,Geografia - C,30
BETIM,Automacao Industrial,Tecnico Integrado,"Gestao, Inovacao e Empreendedorismo",60
BETIM,Automacao Industrial,Tecnico Integrado,"Gestao, Inovacao e Empreendedorismo",60
BETIM,Automacao Industrial,Tecnico Integrado,Historia - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Historia - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Historia - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Historia - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Historia - C,30
BETIM,Automacao Industrial,Tecnico Integrado,Historia - C,30
BETIM,Automacao Industrial,Tecnico Integrado,Instrumentacao e Controle de Processos,90
BETIM,Automacao Industrial,Tecnico Integrado,Instrumentacao e Controle de Processos,90
BETIM,Automacao Industrial,Tecnico Integrado,Introducao a Automacao e Robotica,60
BETIM,Automacao Industrial,Tecnico Integrado,Introducao a Automacao e Robotica,60
BETIM,Automacao Industrial,Tecnico Integrado,Introducao a Informatica,60
BETIM,Automacao Industrial,Tecnico Integrado,Introducao a Informatica,60
BETIM,Automacao Industrial,Tecnico Integrado,Introducao a Informatica,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Estrangeira - Ingles - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Portuguesa e Literatura/Redacao - A,90
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Portuguesa e Literatura/Redacao - A,90
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Portuguesa e Literatura/Redacao - B,90
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Portuguesa e Literatura/Redacao - B,90
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Portuguesa e Literatura/Redacao - C,90
BETIM,Automacao Industrial,Tecnico Integrado,Lingua Portuguesa e Literatura/Redacao - C,90
BETIM,Automacao Industrial,Tecnico Integrado,Manufactura + CNC e hidropneumatica,60
BETIM,Automacao Industrial,Tecnico Integrado,Manufactura + CNC e hidropneumatica,60
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - A,120
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - A,120
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - B,120
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - B,120
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - B,120
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - C,90
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - C,90
BETIM,Automacao Industrial,Tecnico Integrado,Matematica - C,90
BETIM,Automacao Industrial,Tecnico Integrado,Projeto Integrador,30
BETIM,Automacao Industrial,Tecnico Integrado,Projeto Integrador,30
BETIM,Automacao Industrial,Tecnico Integrado,Qualidade e Gestao de Projetos,60
BETIM,Automacao Industrial,Tecnico Integrado,Qualidade e Gestao de Projetos,60
BETIM,Automacao Industrial,Tecnico Integrado,Quimica - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Quimica - A,60
BETIM,Automacao Industrial,Tecnico Integrado,Quimica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Quimica - B,60
BETIM,Automacao Industrial,Tecnico Integrado,Quimica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Quimica - C,60
BETIM,Automacao Industrial,Tecnico Integrado,Seguranca do Trabalho,30
BETIM,Automacao Industrial,Tecnico Integrado,Seguranca do Trabalho,30
BETIM,Automacao Industrial,Tecnico Integrado,Seguranca do Trabalho,30
BETIM,Automacao Industrial,Tecnico Integrado,Sistemas Digitais,90
BETIM,Automacao Industrial,Tecnico Integrado,Sistemas Digitais,90
BETIM,Automacao Industrial,Tecnico Integrado,Sistemas Embarcados,60
BETIM,Automacao Industrial,Tecnico Integrado,Sistemas Embarcados,60
BETIM,Automacao Industrial,Tecnico Integrado,Sistemas Embarcados,60
BETIM,Automacao Industrial,Tecnico Integrado,Sociologia do Trabalho,60
BETIM,Automacao Industrial,Tecnico Integrado,Sociologia do Trabalho,60
BETIM,Mecanica,Tecnico Integrado,Artes,60
BETIM,Mecanica,Tecnico Integrado,Artes,60
BETIM,Mecanica,Tecnico Integrado,Biologia - A,60
BETIM,Mecanica,Tecnico Integrado,Biologia - A,60
BETIM,Mecanica,Tecnico Integrado,Biologia - B,60
BETIM,Mecanica,Tecnico Integrado,Biologia - B,60
BETIM,Mecanica,Tecnico Integrado,Biologia - C,30
BETIM,Mecanica,Tecnico Integrado,Biologia - C,30
BETIM,Mecanica,Tecnico Integrado,Ciencia dos Materiais e Tratamentos Termicos,60
