campus,nome-do-curso,modalidade-do-curso,disciplina,carga-horaria
SAO JOAO EVANGELISTA,Engenharia Florestal,Bacharelado,TOPOGRAFIA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,ALGEBRA LINEAR,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,ANALISE COMBINATORIA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,CALCULO I,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,CALCULO III,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,CALCULO NUMERICO,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,DESENHO GEOMETRICO,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,ENSINO DE GEOMETRIA E MEDIDAS E EXTENSAO,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,FISICA I,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,FUNDAMENTOS DE ANALISE,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,INTERVENCAO PEDAGOGICA EM MATEMATICA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,INVESTIGACAO EM EDUCACAO MATEMATICA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,LOGICA MATEMATICA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,MATEMATICA FINANCEIRA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,METODOLOGIAS ATIVAS DE ENSINO,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,PORTUGUES INSTRUMENTAL,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,PROJETO DE TRABALHO DE CONCLUSAO DE CURSO,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,RECURSOS COMPUTACIONAIS,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,REDACAO TECNICA-CIENTIFICO EM EDUCACAO MATEMATICA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,RESOLUCAO DE PROBLEMAS,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,SEMINARIOS DE PESQUISA EM MATEMATICA,45
SAO JOAO EVANGELISTA,Matematica,Licenciatura,TOPICOS EM EDUCACAO MATEMATICA,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ALGEBRA LINEAR,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ALGORITMOS E ESTRUTURAS DE DADOS II,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ARQUITETURA DE COMPUTADORES,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,BANCOS DE DADOS I,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,CALCULO DIFERENCIAL E INTEGRAL I,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,DESENVOLVIMENTO WEB II,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,EMPREENDEDORISMO E PLANO DE NEGOCIOS,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ENGENHARIA DE SOFTWARE II,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ETICA E LEGISLACAO,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,EVENTOS EXTENSIONISTAS I,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,GERENCIA DE PROJETOS,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,GESTAO DE PESSOAS,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,GESTAO DE PESSOAS,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,INTELIGENCIA ARTIFICIAL,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,INTRODUCAO A COMPUTACAO,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,INTRODUCAO A PROGRAMACAO,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,INTRODUCAO A PROGRAMACAO COM PROCESSING,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,LINGUAGEM DE PROGRAMACAO II,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,LOGICA MATEMATICA,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,MATEMATICA DISCRETA,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,METODOLOGIA CIENTIFICA,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ORGANIZACAO DE ATIVIDADES EXTENSIONISTAS,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,PORTUGUES INSTRUMENTAL,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,REDES DE COMPUTADORES II,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,ROBOTICA,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,SISTEMAS OPERACIONAIS,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,TRABALHO DE CONCLUSAO DE CURSO I,45
SAO JOAO EVANGELISTA,Sistemas de Informacao,Bacharelado,TRABALHO DE CONCLUSAO DE CURSO II,45
